,adjective,noun,article,adj_article,prob,is_multi_token
574,plastic,piece,a,a,4.334411278250627e-05,False
575,elephant,parade,a,an,0.0005231964169070125,False
576,purple,collar,a,a,0.0020316787995398045,False
577,brown,shirt,a,a,0.0057103694416582584,False
578,outside,lane,a,an,3.228158311685547e-05,False
579,elephant,ear,an,an,0.00011774599261116236,False
580,paper,plate,a,a,0.019549744203686714,False
581,solar,shop,a,a,1.5121628166525625e-05,False
582,coat,hanger,a,a,0.4046129882335663,False
583,comb,brooch,a,a,1.1429423466324806e-05,False
584,lighter,purple,,,0.00012502091703936458,False
585,metal,plate,a,a,0.014840986579656601,False
586,country,mansion,a,a,0.00018944719340652227,False
587,dolly,house,a,a,1.3913693692302331e-05,False
588,elephant,fly,a,an,0.000132397937704809,False
589,green,bird,a,a,0.004966218490153551,False
590,red,squirrel,a,a,0.04977812245488167,False
591,candy,cane,a,a,0.10283442586660385,False
592,fat,man,a,a,0.00210189470089972,False
593,sewing,machine,a,a,0.023375172168016434,False
594,tobacco,tin,a,a,1.0128098892892012e-06,False
595,fuzzy,hair,,,7.445157098118216e-05,False
596,green,man,a,a,0.002049920614808798,False
597,green,ear,an,a,0.00012112976401112974,False
598,ground,floor,a,a,0.043884020298719406,False
599,red,dress,a,a,0.05611637979745865,False
600,stair,carpet,a,a,0.00014094667858444154,False
601,chicken,wing,a,a,2.4799392122076824e-05,False
602,dancing,shoe,a,a,0.00047085396363399923,False
603,yellow,helicopter,a,a,4.3211926822550595e-05,False
604,wet,ball,a,a,0.00016893522115424275,False
605,pink,oval,an,a,7.648603968846146e-06,False
606,mommy,lion,a,a,3.583418219932355e-07,False
607,green,guy,a,a,0.0007931882282719016,False
608,bank,note,a,a,0.0002630069793667644,False
609,mulberry,tree,a,a,1.1835122883938932e-15,True
610,orange,corner,a,an,0.00011511032789712772,False
611,dog,person,a,a,0.00010609423770802096,False
612,furry,tail,a,a,0.0001627294550416991,False
613,dead,one,a,a,5.25872346770484e-05,False
614,red,crayon,a,a,0.006619530729949474,False
615,bright,shirt,a,a,0.0003395726962480694,False
616,dark,eye,an,a,0.008371902629733086,False
617,fish,puzzle,a,a,8.773454464972019e-05,False
618,hot,shit,,,0.0006781155825592577,False
619,green,crayon,a,a,0.008751004002988338,False
620,circus,train,a,a,2.7557100111152977e-05,False
621,loaf,pan,a,a,3.889115873789706e-07,False
622,brown,hill,a,a,0.0015202690847218037,False
623,blond,boy,a,a,0.00023480741947423667,False
624,stone,letter,a,a,3.9109534554881975e-05,False
625,dirty,basement,a,a,0.00013782913447357714,False
626,burnt,cookie,a,a,6.051773380022496e-05,False
627,star,sticker,a,a,7.139567514968803e-06,False
628,bedroom,house,a,a,1.4554188965121284e-05,False
629,cloth,mum,a,a,4.173870365775656e-06,False
630,pea,pod,a,a,0.00028385480982251465,False
631,cargo,car,a,a,0.0006926923524588346,False
632,clothes,furnishing,,,0.0003177409234922379,False
633,dish,washer,a,a,0.012320230714976788,False
634,cut,apple,an,a,0.00023786847305018455,False
635,tape,measure,a,a,0.0006099542952142656,False
636,red,bin,a,a,0.000310031435219571,False
637,yellow,skull,a,a,0.002080592792481184,False
638,thick,piece,a,a,3.56256277882494e-05,False
639,potato,pie,a,a,0.00449348846450448,False
640,explorer,guy,a,an,8.42890494823223e-06,False
641,red,coat,a,a,0.02900087833404541,False
642,plastic,toy,a,a,0.000347114575561136,False
643,quarry,tile,a,a,0.0013040669728070498,False
644,puppet,stage,a,a,1.2404569815771538e-07,False
645,thick,mud,,,0.004045054316520691,False
646,table,cloth,a,a,0.014203079976141453,False
647,baby,blanket,a,a,0.004817928187549114,False
648,square,face,a,a,0.0002928775211330503,False
649,fruit,machine,a,a,0.0028028718661516905,False
650,smooch,dance,a,a,3.48345357940228e-18,True
651,outside,house,a,an,8.219429219025187e-06,False
652,hair,cap,a,a,3.035293411812745e-05,False
653,purple,dog,a,a,0.0006611101562157273,False
654,tooth,fairy,a,a,0.004293262492865324,False
655,wet,pants,,,0.006491496693342924,False
656,flat,side,a,a,0.0002175643458031118,False
657,green,lawn,a,a,0.0617351159453392,False
658,salty,egg,an,a,1.9094530216534622e-05,False
659,peach,material,a,a,1.098754793815715e-07,False
660,thick,loaf,a,a,9.802148269955069e-06,False
661,fat,lady,a,a,0.0005791863659396768,False
662,letter,puzzle,a,a,6.195499008754268e-05,False
663,chocolate,chip,a,a,0.002611401956528425,False
664,pink,tongue,a,a,0.010950293391942978,False
665,red,nose,a,a,0.009223074652254581,False
666,green,ball,a,a,0.004219984635710716,False
667,hot,tub,a,a,0.25108104944229126,False
668,gingerbread,recipe,a,a,4.187303856275743e-11,True
669,drawing,table,a,a,0.0027553813997656107,False
670,red,marker,a,a,0.0039609698578715324,False
671,gas,pipe,a,a,0.0013441642513498664,False
672,giant,present,a,a,2.7704423644081544e-08,False
673,dark,forest,a,a,2.308791590621695e-05,False
674,purple,block,a,a,1.2633988262678031e-05,False
675,orange,suit,a,an,0.0006310184835456312,False
676,yellow,guitar,a,a,2.1666170141543262e-05,False
677,shoe,room,a,a,6.258184293983504e-05,False
678,grey,suite,a,a,4.9884481995832175e-05,False
679,chocolate,eclair,an,a,0.00032060264493338764,False
680,stamp,pad,a,a,5.1945153245469555e-05,False
681,bagel,dog,a,a,7.420802548647295e-10,True
682,tree,frog,a,a,0.06366892158985138,False
683,sugar,bowl,a,a,0.009075002744793892,False
684,moist,soil,,,0.013361839577555656,False
685,kitchen,floor,a,a,0.0005076595116406679,False
686,jelly,doughnut,a,a,0.001066525001078844,False
687,hot,bath,a,a,0.007390302140265703,False
688,pink,square,a,a,0.00012763934500981122,False
689,hot,fry,a,a,1.6606787539785728e-05,False
690,color,sand,,,0.002838126616552472,False
691,rock,music,,,0.008006609044969082,False
692,flower,stem,a,a,0.005218944046646357,False
693,yellow,ring,a,a,0.00015567262016702443,False
694,north,king,a,a,0.000334762706188485,False
695,baby,room,a,a,0.00019291618082206696,False
696,pirate,sword,a,a,7.590185850858688e-05,False
697,pencil,sharpener,a,a,0.0012303616385906935,False
698,oval,face,a,an,6.304921407718211e-05,False
699,door,grill,a,a,6.05318091402296e-05,False
700,navy,shorts,,,0.003310072235763073,False
701,children,adult,an,a,0.00014796049799770117,False
702,building,downtown,a,a,0.0007626836886629462,False
703,town,dump,a,a,0.0008257851586677134,False
704,yellow,barrel,a,a,0.0006230117287486792,False
705,stall,light,a,a,8.087862624961417e-06,False
706,elephant,ride,a,an,0.0011375893373042345,False
707,pink,rake,a,a,9.694076288724318e-05,False
708,sheet,side,a,a,1.4492451555270236e-05,False
709,breast,lump,a,a,8.564623567508534e-05,False
710,red,house,a,a,0.0015392759814858437,False
711,bottom,piece,a,a,0.00019253589562140405,False
712,tooth,paste,a,a,0.0005060590337961912,False
713,carpet,shampoo,,,9.872033115243539e-05,False
714,grease,mark,a,a,1.5148870033954154e-06,False
715,orange,frosting,,,0.0051230695098638535,False
716,camera,eye,an,a,0.000798314344137907,False
717,hot,lava,,,0.03473242372274399,False
718,butterfly,catcher,a,a,2.0338916328910273e-06,False
719,metal,bath,a,a,9.77531963144429e-05,False
720,rubber,band,a,a,0.004473475273698568,False
721,leaf,cake,a,a,9.095952555071563e-05,False
722,green,bug,a,a,0.004674945492297411,False
723,green,airship,an,a,0.0008019633824005723,False
724,green,ring,a,a,0.0007834616117179394,False
725,wooden,board,a,a,8.572705701226369e-05,False
726,lacing,piece,a,a,6.219159744367624e-12,True
727,rabbit,hole,a,a,0.03917650878429413,False
728,broken,ride,a,a,7.484394154744223e-05,False
729,purple,raindrop,a,a,0.0002190095983678475,False
730,hot,tray,a,a,0.0016430435935035348,False
731,letter,block,a,a,0.0001032318250508979,False
732,plastic,ball,a,a,0.00026328113744966686,False
733,fly,swatter,a,a,0.08432353287935257,False
734,toy,lizard,a,a,0.00013314519310370088,False
735,daddy,crown,a,a,8.502146556566004e-06,False
736,green,marble,a,a,0.006879798602312803,False
737,wet,kiss,a,a,0.0008806572295725346,False
738,lunch,box,a,a,0.005491672083735466,False
739,sweet,tooth,a,a,0.08618199080228806,False
740,bottom,bunk,a,a,0.005155612248927355,False
741,dinosaur,foot,a,a,2.249140197818633e-05,False
742,elephant,trunk,a,an,0.0005471868207678199,False
743,pink,kitty,a,a,0.00031094104633666575,False
744,apple,butter,,,0.008778565563261509,False
745,green,flower,a,a,0.009517744183540344,False
746,bed,room,a,a,0.0009145276853814721,False
747,building,block,a,a,0.008327764458954334,False
748,ball,tent,a,a,0.00043046852806583047,False
749,daddy,hand,a,a,1.9085186067968607e-05,False
750,street,lighting,,,0.026240143924951553,False
751,yellow,stripe,a,a,0.07209129631519318,False
752,pink,chair,a,a,0.0003204141103196889,False
753,grocery,cart,a,a,0.002003841567784548,False
754,gingerbread,man,a,a,1.6230103960848324e-10,True
755,food,container,a,a,0.004882029723376036,False
756,flower,pants,,,7.338136492762715e-05,False
757,wheat,flour,,,0.6159941554069519,False
758,brown,penny,a,a,0.00014529043983202428,False
759,purple,animal,an,a,7.621888471476268e-06,False
760,flower,tree,a,a,0.0008924993453547359,False
761,lemon,juice,,,0.03557727858424187,False
762,yellow,room,a,a,0.0010189528111368418,False
763,daddy,hippo,a,a,8.044543938012794e-05,False
764,road,license,a,a,0.0033540609292685986,False
765,juice,drop,a,a,5.416785370471189e-06,False
766,washing,line,a,a,5.579272055911133e-06,False
767,purple,present,a,a,3.281055114712217e-06,False
768,girl,mommy,a,a,0.0006152060814201832,False
769,hair,dryer,a,a,0.1700533777475357,False
770,mommy,goat,a,a,1.7060290701920167e-05,False
771,sweet,tasting,a,a,0.06197720021009445,False
772,red,controller,a,a,0.0001605662691872567,False
773,juicy,pear,a,a,0.0010906846728175879,False
774,brown,cow,a,a,0.00012300001981202513,False
775,garden,chair,a,a,0.0013429762329906225,False
776,broken,toenail,a,a,0.0010350639931857586,False
777,saucepan,spoon,a,a,2.0584599946192484e-11,True
778,animal,fat,,,0.0002156176487915218,False
779,page,moderator,a,a,0.0003318021772429347,False
780,icecream,maker,a,an,1.3313742473669458e-15,True
781,snow,seal,a,a,8.64269895828329e-05,False
782,paper,model,a,a,4.157704461249523e-05,False
783,king,man,a,a,0.00039731067954562604,False
784,monkey,bar,a,a,0.0009327062871307135,False
785,curly,string,a,a,5.683485505869612e-05,False
786,bubble,wand,a,a,0.0025035764556378126,False
787,pink,color,a,a,0.0011032626498490572,False
788,purple,diamond,a,a,0.0010866151424124837,False
789,tightrope,walker,a,a,4.1346374429684596e-16,True
790,attic,room,a,an,0.003977617248892784,False
791,red,flower,a,a,0.008642217144370079,False
792,thick,hair,,,0.0029217726550996304,False
793,burnt,toast,,,0.00023574144870508462,False
794,red,heart,a,a,0.0002699831093195826,False
795,color,marker,a,a,0.0018624678486958146,False
796,screen,door,a,a,0.016737084835767746,False
797,baby,piglet,a,a,0.003130450379103422,False
798,popsicle,stick,a,a,1.793686096475683e-10,True
799,pet,store,a,a,0.005087463650852442,False
800,hotel,breakfast,a,a,0.00033914530649781227,False
801,light,saber,a,a,0.0026328954845666885,False
802,world,sea,a,a,5.959568079560995e-05,False
803,violet,light,a,a,0.0012037270935252309,False
804,ice,hockey,,,0.20193029940128326,False
805,brass,wire,a,a,0.0007162914844229817,False
806,purple,bag,a,a,0.0007158085354603827,False
807,purple,sock,a,a,0.0010268193436786532,False
808,country,air,,,0.0004320378939155489,False
809,meatball,dinner,a,a,3.207542919769919e-11,True
810,back,door,a,a,0.05971594899892807,False
811,mommy,shoe,a,a,4.155104761593975e-05,False
812,round,pond,a,a,0.0016328580677509308,False
813,fax,machine,a,a,1.5111249946010777e-10,True
814,wax,paper,a,a,1.7538832253194414e-05,False
815,daddy,bug,a,a,0.0002752428699750453,False
816,sweat,pants,,,0.0035902075469493866,False
817,plastic,cupboard,a,a,8.04975934443064e-05,False
818,drawing,board,a,a,0.010533713735640049,False
819,red,cup,a,a,0.0004018835024908185,False
820,baby,toy,a,a,0.00805453211069107,False
821,air,plane,a,an,0.01614607311785221,False
822,dragon,boy,a,a,0.000838470587041229,False
823,picnic,food,,,0.0013762139715254307,False
824,green,worktop,a,a,0.000549140153452754,False
825,tom,cat,a,a,0.001839101780205965,False
826,barn,door,a,a,0.0032179320696741343,False
827,dirty,clothes,,,0.02320042997598648,False
828,sea,food,,,0.0013327756896615028,False
829,pile,driver,a,a,6.329075404210016e-05,False
830,dirty,basket,a,a,0.00041291641537100077,False
831,plastic,train,a,a,5.425981157713977e-07,False
832,square,net,a,a,4.938795245834626e-05,False
833,fax,phone,a,a,6.7887057384029416e-12,True
834,music,instrument,an,a,0.001030588522553444,False
835,timber,fencing,,,1.7688507796265185e-05,False
836,green,color,a,a,0.03717460483312607,False
837,apple,snack,a,an,0.0003103825729340315,False
838,chocolate,raisin,a,a,0.007954828441143036,False
839,goldfish,soup,,,1.6605361724343502e-09,True
840,flaming,shake,a,a,2.0973536720703123e-06,False
841,cherry,popsicle,a,a,0.009535673074424267,False
842,top,corner,a,a,0.0011598417768254876,False
843,crocodile,dinner,a,a,2.4048010800470365e-06,False
844,sweet,violet,a,a,0.006271646823734045,False
845,toilet,handle,a,a,0.0007429097313433886,False
846,karate,kick,a,a,0.0003154574369546026,False
847,red,panda,a,a,0.036348968744277954,False
848,bunny,sleeping,,,5.958811016171239e-06,False
849,baby,exercise,an,a,1.1143341907882132e-05,False
850,purple,trunk,a,a,0.00022795960830990225,False
851,brown,circle,a,a,0.00010931555880233645,False
852,petrol,station,a,a,0.0014306646771728992,False
853,sweet,hay,,,0.0007504650857299566,False
854,fish,pond,a,a,0.007684826385229826,False
855,pop,guns,a,a,0.00010104092507390305,False
856,caravan,season,a,a,1.8782873212330742e-07,False
857,kids,dance,a,a,4.2344825487816706e-05,False
858,holly,wreath,a,a,0.00021421235578600317,False
859,thistle,spud,a,a,1.5038944184198044e-05,False
860,student,bar,a,a,0.0007204513531178236,False
861,hot,oven,an,a,0.05232543870806694,False
862,clothes,line,a,a,3.0701656214660034e-05,False
863,pumpkin,bear,a,a,3.927460784325376e-05,False
864,garden,toolbox,a,a,0.0010474774753674865,False
865,green,line,a,a,0.17828354239463806,False
866,back,ride,a,a,0.00012636391329579055,False
867,cut,tree,a,a,0.0001404473587172106,False
868,chicken,nugget,a,a,0.0030296447221189737,False
869,dirty,dish,a,a,0.00418808963149786,False
870,oval,ball,a,an,8.75232508406043e-05,False
871,roof,ventilation,,,0.002274968195706606,False
872,cod,oil,,,7.575989002361894e-05,False
873,bat,file,a,a,4.34834546467755e-05,False
874,wooden,door,a,a,0.0007036721217446029,False
875,flat,timber,,,0.00016286027675960213,False
876,plaid,coat,a,a,0.0009957735892385244,False
877,pop,star,a,a,0.001147782546468079,False
878,lilac,jade,,,3.6955989601189724e-09,True
879,world,cup,a,a,0.02132347784936428,False
880,smoke,machine,a,a,2.8660662792390212e-05,False
881,purple,dolphin,a,a,0.005738941021263599,False
882,hot,pickle,a,a,0.002409847918897867,False
883,pink,star,a,a,0.0005114047089591622,False
884,radio,repair,a,a,0.0006317407242022455,False
885,purple,pillow,a,a,0.00017559004481881857,False
886,basketball,hoop,a,a,0.006972115021198988,False
887,swimming,teacher,a,a,0.0010040454799309373,False
888,round,field,a,a,2.0002269138785778e-06,False
889,taxi,driver,a,a,0.0908670425415039,False
890,yellow,squash,a,a,0.0004807119839824736,False
891,blind,corner,a,a,0.0019394420087337494,False
892,pink,spider,a,a,0.0005637223948724568,False
893,red,worm,a,a,0.004564372356981039,False
894,baby,game,a,a,2.8050148102920502e-05,False
895,chief,advisor,an,a,0.013043061830103397,False
896,round,table,a,a,0.09230626374483109,False
897,star,command,a,a,0.0001979911612579599,False
898,giant,worm,a,a,0.0056906454265117645,False
899,dirty,panty,a,a,0.0009527954389341176,False
900,chip,pan,a,a,4.216150045976974e-06,False
901,skittle,gum,a,a,2.5933333941225257e-11,True
902,singing,dog,a,a,0.0011498932726681232,False
903,dirty,slide,a,a,0.0003292896144557744,False
904,honey,bunny,a,a,0.0028039675671607256,False
905,gift,shop,a,a,0.08472108840942383,False
906,house,pig,a,a,0.0005788994021713734,False
907,coral,bed,a,a,2.057710162262083e-06,False
908,puddle,boot,a,a,1.8832390196621418e-05,False
909,green,bowl,a,a,0.00215390557423234,False
910,wash,basin,a,a,7.44448188925162e-05,False
911,tar,pit,a,a,0.00015497101412620395,False
912,orange,cake,a,an,0.0018764877459034324,False
913,red,meat,,,0.04592852294445038,False
914,bronze,sword,a,a,0.0012586500961333513,False
915,yellow,egg,an,a,0.000512589467689395,False
916,circus,car,a,a,0.0005580158904194832,False
917,wet,rain,,,0.007536107208579779,False
918,bedroom,bungalow,a,a,1.2018637789878994e-05,False
919,pirate,girl,a,a,0.00032646561157889664,False
920,wrist,watch,a,a,7.410258717754914e-07,False
921,guy,scream,a,a,2.5293345515819965e-06,False
922,snow,clothes,,,0.00017845025286078453,False
923,bottom,edge,an,a,0.0006130555411800742,False
924,pirate,show,a,a,1.188436544907745e-05,False
925,purple,card,a,a,7.347050268435851e-05,False
926,toy,car,a,a,0.007310653571039438,False
927,pink,phone,a,a,6.503643817268312e-05,False
928,square,knot,a,a,0.0014598375419154763,False
929,worker,man,a,a,1.7787762772059068e-05,False
930,dragon,attack,an,a,0.0004406165680848062,False
931,apple,sauce,,,0.0019012062111869454,False
932,cataract,operation,an,a,3.5218124310745407e-16,True
933,plastic,bowl,a,a,0.00038455857429653406,False
934,panda,bear,a,a,0.007384479511529207,False
935,green,dinosaur,a,a,0.004467588383704424,False
936,dinner,bowl,a,a,0.00020232205861248076,False
937,leather,coat,a,a,0.007667056750506163,False
938,entrance,hall,a,an,0.0015163515927270055,False
939,fruit,juice,,,0.07107087224721909,False
940,ocean,floor,a,an,0.0005993042141199112,False
941,hot,muffin,a,a,0.011327922344207764,False
942,dark,cloud,a,a,0.02481084130704403,False
943,vitamin,drop,a,a,6.625281002925476e-06,False
